PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14
-3.479708302702703,-1.7246911809056644,0.027894111898733476,-0.4962707070865237,0.8389004280680777,-0.5576705892599065,-0.8695333362626478,-0.4347398162411204,-1.2272527963264603,0.9984065411657168,0.41038042126227325,0.4324731091573793,-0.3062240830740041,0.6216390640887657
0.8521679717239982,-1.1587070697759527,-0.24151657212533942,2.266067932176765,-2.0219224158434965,-2.1929128849311614,-1.3116295579457755,0.10401272782157286,-1.4439757628938847,1.416433301670008,-1.490761539667419,0.6335421611075258,1.9573441881268567,1.006022446875057
2.0067852381925455,-1.7468569341812477,0.45202179804331993,-0.8051888883192286,-1.0423032377394477,-1.295323765805273,0.033496871946330074,-1.1353612812096467,-0.16605793447781447,0.9316854821729191,1.3425859467897507,-1.1418196486326453,0.7416242119283888,-0.27142101789317463
0.33676279888294447,-1.8762998377466442,2.674673396230227,-0.3337391038356365,-0.9970377405716475,-0.468777480608519,0.260501342461995,-0.1175901987813874,-0.5460644331981682,0.35700837755518394,0.046625864845353776,-0.15969304258008613,0.02655543198403412,0.6425769015760909
0.49611369190118326,-1.821695782262455,2.708222085063351,-0.8337662933397337,-0.9394123600842531,-0.6766931448766234,0.34587191501241077,0.3492230670712232,-1.5263517161344926,-0.27977636653523663,-0.8793604888425296,-1.0143741596449927,0.2253218230438271,-0.07818072763746337
1.0237676976481644,-2.3634516638088368,2.9521721916737813,-0.06333327556513077,-1.0685500144124755,-0.17437723188802315,0.5428310552914638,-1.0408007207867291,-0.3688536327660269,0.8423853000801411,0.19917361377363704,-0.1931212904324954,0.24714021916694898,-0.18940320690570192
0.8826952743773918,-2.4140691050833487,2.7735627568140475,-0.24296373965200282,-1.0265855810258877,-0.5262189058256863,0.13990773311464597,-0.2927068574301974,0.02258303655124364,0.49878361106772623,0.05401467014660108,-0.3322152224399975,0.07553583938461858,0.17714900580759751
-3.2519284239590585,0.8777576549018064,-0.359596830674003,0.04501796570313315,-1.2389200157229132,-0.8265634876551867,-0.47604059759388323,0.4143153031598329,-0.0651676233331023,0.7852944645598557,0.26689284797,-0.5753533791553138,-0.012587105991143911,0.02873152469813285
-1.9999530134771126,-0.21572231352401486,0.5875342500660947,-0.11607832609711341,-0.5365028494321517,-0.3416889382036214,-0.07709763604132558,-0.4915685492402678,-0.5751837336517054,0.22794309913097796,-0.4346785521229507,-1.6692737352444094,1.012296273177643,-0.36679148919441024
-2.7146391707259294,-1.470948451206387,0.4855367760144933,0.3646912830299899,0.21413147639328386,0.5235384755567007,-0.4773344472933027,0.04382604714352527,-0.028680065740244124,0.8898599745527688,0.7252493204437154,-1.5297492335897316,1.1996228287377273,0.8994549253281915
